Conference,Year,Title,Authors,PDF Link,Code,status_code,Data,File name,Comments,Assigned To
AsiaCCS,2019,DeClassifier: Class-Inheritance Inference Engine for Optimized C++ Binaries,"Rukayat Ayomide Erinfolami,Aravind Prakash",https://dl.acm.org/doi/pdf/10.1145/3321705.3329833,,,,Rukayat_Erinfolami_2019.pdf,,
AsiaCCS,2019,GraphSE²: An Encrypted Graph Database for Privacy-Preserving Social Search,"Shangqi Lai,Xingliang Yuan,Shi-Feng Sun,Joseph K. Liu,Yuhong Liu,Dongxi Liu",https://dl.acm.org/doi/pdf/10.1145/3321705.3329803,,,,Shangqi_Lai_2019.pdf,,
AsiaCCS,2019,Identity-Based Broadcast Encryption with Outsourced Partial Decryption for Hybrid Security Models in Edge Computing,"Jongkil Kim,Seyit Camtepe,Willy Susilo,Surya Nepal,Joonsang Baek",https://dl.acm.org/doi/pdf/10.1145/3321705.3329825,,,,Jongkil_Kim_2019.pdf,,
AsiaCCS,2019,Unveiling Systematic Biases in Decisional Processes: An Application to Discrimination Discovery,"Laura Genga,Luca Allodi,Nicola Zannone",https://dl.acm.org/doi/pdf/10.1145/3321705.3329856,,,,Laura_Genga_2019.pdf,,
AsiaCCS,2019,The SEVerESt Of Them All: Inference Attacks Against Secure Virtual Enclaves,"Jan Werner,Joshua Mason,Manos Antonakakis,Michalis Polychronakis,Fabian Monrose",https://dl.acm.org/doi/pdf/10.1145/3321705.3329820,,,,Jan_Werner_2019.pdf,,
AsiaCCS,2019,ObliDC: An SGX-based Oblivious Distributed Computing Framework with Formal Proof,"Pengfei Wu,Qingni Shen,Robert H. Deng,Ximeng Liu,Yinghui Zhang,Zhonghai Wu",https://dl.acm.org/doi/pdf/10.1145/3321705.3329822,,,,Pengfei_Wu_2019.pdf,,
AsiaCCS,2019,A Hybrid Approach to Secure Function Evaluation using SGX,"Joseph I. Choi,Dave (Jing) Tian,Grant Hernandez,Christopher Patton,Benjamin Mood,Thomas Shrimpton,Kevin R. B. Butler,Patrick Traynor",https://dl.acm.org/doi/pdf/10.1145/3321705.3329835,https://github.com/FICS/smcsgx,200,,Joseph_Choi_2019.pdf,,
AsiaCCS,2019,"Running Language Interpreters Inside SGX: A Lightweight,Legacy-Compatible Script Code Hardening Approach","Huibo Wang,Erick Bauman,Vishal Karande,Zhiqiang Lin,Yueqiang Cheng,Yinqian Zhang",https://dl.acm.org/doi/pdf/10.1145/3321705.3329848,https://github.com/osuseclab/scriptshield,200,,Huibo_Wang_2019.pdf,,
AsiaCCS,2019,Multi-Writer Searchable Encryption: An LWE-based Realization and Implementation,"Lei Xu,Xingliang Yuan,Ron Steinfeld,Cong Wang,Chungen Xu",https://dl.acm.org/doi/pdf/10.1145/3321705.3329814,https://github.com/Raycrypto/Multi-writer-PEKS,200,,Lei_Xu_2019.pdf,,
AsiaCCS,2019,Delegatable Order-Revealing Encryption,"Yuan Li,Hongbing Wang,Yunlei Zhao",https://dl.acm.org/doi/pdf/10.1145/3321705.3329829,,,,Yuan_Li_2019.pdf,,
AsiaCCS,2019,MPC Joins The Dark Side,"John Cartlidge,Nigel P. Smart,Younes Talibi Alaoui",https://dl.acm.org/doi/pdf/10.1145/3321705.3329809,,,,John_Cartlidge_2019.pdf,,
AsiaCCS,2019,Flexibly and Securely Shape Your Data Disclosed to Others,"Qingqing Xie,Yantian Hou,Ke Cheng,Gaby G. Dagher,Liangmin Wang,Shucheng Yu",https://dl.acm.org/doi/pdf/10.1145/3321705.3329851,,,,Qingqing_Xie_2019.pdf,,
AsiaCCS,2019,Waves of Malice: A Longitudinal Measurement of the Malicious File Delivery Ecosystem on the Web,"Colin C. Ife,Yun Shen,Steven J. Murdoch,Gianluca Stringhini",https://dl.acm.org/doi/pdf/10.1145/3321705.3329807,,,,Colin_Ife_2019.pdf,,
AsiaCCS,2019,What Happens After You Leak Your Password: Understanding Credential Sharing on Phishing Sites,"Peng Peng,Chao Xu,Luke Quinn,Hang Hu,Bimal Viswanath,Gang Wang",https://dl.acm.org/doi/pdf/10.1145/3321705.3329818,,,,Peng_Peng_2019.pdf,,
AsiaCCS,2019,A Decade of Mal-Activity Reporting: A Retrospective Analysis of Internet Malicious Activity Blacklists,"Benjamin Zi Hao Zhao,Muhammad Ikram,Hassan Jameel Asghar,Mohamed Ali Kaafar,Abdelberi Chaabane,Kanchana Thilakarathna",https://dl.acm.org/doi/pdf/10.1145/3321705.3329834,https://github.com/internetmaliciousactivity/mal-activity-reporting,200,,Benjamin_Zi_Hao_Zhao_2019.pdf,,
AsiaCCS,2019,Mobile Friendly or Attacker Friendly?: A Large-scale Security Evaluation of Mobile-first Websites,"Tom Van Goethem,Victor Le Pochat,Wouter Joosen",https://dl.acm.org/doi/pdf/10.1145/3321705.3329855,,,,Victor_Pochat_2019.pdf,,
AsiaCCS,2019,Undermining User Privacy on Mobile Devices Using AI,"Berk Gulmezoglu,Andreas Zankl,M. Caner Tol,Saad Islam,Thomas Eisenbarth,Berk Sunar",https://dl.acm.org/doi/pdf/10.1145/3321705.3329804,,,,Berk_Gulmezoglu_2019.pdf,,
AsiaCCS,2019,Robust Watermarking of Neural Network with Exponential Weighting,"Ryota Namba,Jun Sakuma",https://dl.acm.org/doi/pdf/10.1145/3321705.3329808,,,,Ryota_Namba_2019.pdf,,
AsiaCCS,2019,A Closer Look Tells More: A Facial Distortion Based Liveness Detection for Face Authentication,"Yan Li,Zilong Wang,Yingjiu Li,Robert Deng,Binbin Chen,Weizhi Meng,Hui Li",https://dl.acm.org/doi/pdf/10.1145/3321705.3329850,,,,Yan_Li_2019.pdf,,
AsiaCCS,2019,R2Q: A Risk Quantification Framework to Authorize Requests in Web-based Collaborations,"Nirnay Ghosh,Rishabh Singhal,Sajal K. Das",https://dl.acm.org/doi/pdf/10.1145/3321705.3329852,,,,Nirnay_Ghosh_2019.pdf,,
AsiaCCS,2019,Security is the Weakest Link: Prevalent Culture of Victim Blaming in Cyberattacks,Surya Nepal,https://dl.acm.org/doi/pdf/10.1145/3321705.3329914,,,,Surya_Nepal_2019.pdf,,
AsiaCCS,2019,Exploiting Sound Masking for Audio Privacy in Smartphones,"Yu-Chih Tung,Kang G. Shin",https://dl.acm.org/doi/pdf/10.1145/3321705.3329799,,,,Yu_Tung_2019.pdf,,
AsiaCCS,2019,MoSSOT: An Automated Blackbox Tester for Single Sign-On Vulnerabilities in Mobile Applications,"Shangcheng Shi,Xianbo Wang,Wing Cheong Lau",https://dl.acm.org/doi/pdf/10.1145/3321705.3329801,,,,Shangcheng_Shi_2019.pdf,,
AsiaCCS,2019,MagAttack: Guessing Application Launching and Operation via Smartphone,"Yushi Cheng,Xiaoyu Ji,Wenyuan Xu,Hao Pan,Zhuangdi Zhu,Chuang-Wen You,Yi-Chao Chen,Lili Qiu",https://dl.acm.org/doi/pdf/10.1145/3321705.3329817,,,,Yushi_Cheng_2019.pdf,,
AsiaCCS,2019,Towards Understanding Android System Vulnerabilities: Techniques and Insights,"Daoyuan Wu,Debin Gao,Eric K. T. Cheng,Yichen Cao,Jintao Jiang,Robert H. Deng",https://dl.acm.org/doi/pdf/10.1145/3321705.3329831,,,,Daoyuan_Wu_2019.pdf,,
AsiaCCS,2019,AndrEnsemble: Leveraging API Ensembles to Characterize Android Malware Families,"Omid Mirzaei,Guillermo Suarez-Tangil,Jose M. de Fuentes,Juan Tapiador,Gianluca Stringhini",https://dl.acm.org/doi/pdf/10.1145/3321705.3329854,,,,Omid_Mirzaei_2019.pdf,,
AsiaCCS,2019,EPISODE: Efficient Privacy-PreservIng Similar Sequence Queries on Outsourced Genomic DatabasEs,"Thomas Schneider,Oleksandr Tkachenko",https://dl.acm.org/doi/pdf/10.1145/3321705.3329800,,,,Thomas_Schneider_2019.pdf,,
AsiaCCS,2019,Revisiting Assumptions for Website Fingerprinting Attacks,"Weiqi Cui,Tao Chen,Christian Fields,Julianna Chen,Anthony Sierra,Eric Chan-Tin",https://dl.acm.org/doi/pdf/10.1145/3321705.3329802,,,,Weiqi_Cui_2019.pdf,,
AsiaCCS,2019,Can I Opt Out Yet?: GDPR and the Global Illusion of Cookie Control,"Iskander Sanchez-Rola,Matteo Dell'Amico,Platon Kotzias,Davide Balzarotti,Leyla Bilge,Pierre-Antoine Vervier,Igor Santos",https://dl.acm.org/doi/pdf/10.1145/3321705.3329806,,,,Iskander_Sanchez_2019.pdf,,
AsiaCCS,2019,Understanding Users' Risk Perceptions about Personal Health Records Shared on Social Networking Services,"Yuri Son,Geumhwan Cho,Hyoungshick Kim,Simon Woo",https://dl.acm.org/doi/pdf/10.1145/3321705.3329838,,,,Yuri_Son_2019.pdf,,
AsiaCCS,2019,Purchased Fame: Exploring the Ecosystem of Private Blog Networks,"Tom Van Goethem,Najmeh Miramirkhani,Wouter Joosen,Nick Nikiforakis",https://dl.acm.org/doi/pdf/10.1145/3321705.3329830,,,,Tom_Goethem_2019.pdf,,
AsiaCCS,2019,TweetScore: Scoring Tweets via Social Attribute Relationships for Twitter Spammer Detection,"Yihe Zhang,Hao Zhang,Xu Yuan,Nian-Feng Tzeng",https://dl.acm.org/doi/pdf/10.1145/3321705.3329836,,,,Yihe_Zhang_2019.pdf,,
AsiaCCS,2019,ScriptProtect: Mitigating Unsafe Third-Party JavaScript Practices,"Marius Musch,Marius Steffens,Sebastian Roth,Ben Stock,Martin Johns",https://dl.acm.org/doi/pdf/10.1145/3321705.3329841,https://github.com/scriptprotect/scriptprotect,200,,Marius_Musch_2019.pdf,,
AsiaCCS,2019,SoK: On DFA Vulnerabilities of Substitution-Permutation Networks,"Mustafa Khairallah,Xiaolu Hou,Zakaria Najm,Jakub Breier,Shivam Bhasin,Thomas Peyrin",https://dl.acm.org/doi/pdf/10.1145/3321705.3329810,,,,Mustafa_Khairallah_2019.pdf,,
AsiaCCS,2019,Practical Side-Channel Attacks against WPA-TKIP,"Domien Schepers,Aanjhan Ranganathan,Mathy Vanhoef",https://dl.acm.org/doi/pdf/10.1145/3321705.3329832,,,,Domien_Schepers_2019.pdf,,
AsiaCCS,2019,Exploiting Determinism in Lattice-based Signatures: Practical Fault Attacks on pqm4 Implementations of NIST Candidates,"Prasanna Ravi,Mahabir Prasad Jhanwar,James Howe,Anupam Chattopadhyay,Shivam Bhasin",https://dl.acm.org/doi/pdf/10.1145/3321705.3329821,https://github.com/jameshoweee/dilithium_forgery,200,,Prasanna_Ravi_2019.pdf,,
AsiaCCS,2019,Process-Aware Cyberattacks for Thermal Desalination Plants,"Prashant Hari Narayan Rajput,Pankaj Rajput,Marios Sazos,Michail Maniatakos",https://dl.acm.org/doi/pdf/10.1145/3321705.3329805,,,,Prashant_Rajput_2019.pdf,,
AsiaCCS,2019,Misbinding Attacks on Secure Device Pairing and Bootstrapping,"Mohit Sethi,Aleksi Peltonen,Tuomas Aura",https://dl.acm.org/doi/pdf/10.1145/3321705.3329813,,,,Mohit_Sethi_2019.pdf,,
AsiaCCS,2019,Alexa Lied to Me: Skill-based Man-in-the-Middle Attacks on Virtual Assistants,"Richard Mitev,Markus Miettinen,Ahmad-Reza Sadeghi",https://dl.acm.org/doi/pdf/10.1145/3321705.3329842,,,,Richard_Mitev_2019.pdf,,
AsiaCCS,2019,HADES-IoT: A Practical Host-Based Anomaly Detection System for IoT Devices,"Dominik Breitenbacher,Ivan Homoliak,Yan Lin Aung,Nils Ole Tippenhauer,Yuval Elovici",https://dl.acm.org/doi/pdf/10.1145/3321705.3329847,,,,Dominik_Breitenbacher_2019.pdf,,
AsiaCCS,2019,A Pilot Study on Consumer IoT Device Vulnerability Disclosure and Patch Release in Japan and the United States,"Asuka Nakajima,Takuya Watanabe,Eitaro Shioji,Mitsuaki Akiyama,Maverick Woo",https://dl.acm.org/doi/pdf/10.1145/3321705.3329849,,,,Asuka_Nakajima_2019.pdf,,
AsiaCCS,2019,E-Spion: A System-Level Intrusion Detection System for IoT Devices,"Anand Mudgerikar,Puneet Sharma,Elisa Bertino",https://dl.acm.org/doi/pdf/10.1145/3321705.3329857,,,,Anand_Mudgerikar_2019.pdf,,
AsiaCCS,2019,K2SN-MSS: An Efficient Post-Quantum Signature,"Sabyasachi Karati,Reihaneh Safavi-Naini",https://dl.acm.org/doi/pdf/10.1145/3321705.3329837,https://github.com/skarati/K2SN-MSS,200,,Sabyasachi_Karati_2019.pdf,,
AsiaCCS,2019,Proper Usage of the Group Signature Scheme in ISO/IEC 20008-2,"Ai Ishida,Yusuke Sakai,Keita Emura,Goichiro Hanaoka,Keisuke Tanaka",https://dl.acm.org/doi/pdf/10.1145/3321705.3329824,,,,Ai_Ishida_2019.pdf,,
AsiaCCS,2019,"Practical Aggregate Signature from General Elliptic Curves, and Applications to Blockchain",Yunlei Zhao,https://dl.acm.org/doi/pdf/10.1145/3321705.3329826,https://github.com/AggregateGammaSignature/source,200,,Yunlei_Zhao_2019.pdf,,
AsiaCCS,2019,Examining DES-based Cipher Suite Support within the TLS Ecosystem,"Vanessa Frost,Dave (Jing) Tian,Christie Ruales,Vijay Prakash,Patrick Traynor,Kevin R. B. Butler",https://dl.acm.org/doi/pdf/10.1145/3321705.3329858,,,,Vanessa_Frost_2019.pdf,,
AsiaCCS,2019,From Attacker Models to Reliable Security,Heiko Mantel,https://dl.acm.org/doi/pdf/10.1145/3321705.3329915,,,,Heiko_Mantel_2019.pdf,,
AsiaCCS,2019,Pinpoint Rowhammer: Suppressing Unwanted Bit Flips on Rowhammer Attacks,"Sangwoo Ji,Youngjoo Ko,Saeyoung Oh,Jong Kim",https://dl.acm.org/doi/pdf/10.1145/3321705.3329811,,,,Sangwoo_Ji_2019.pdf,,
AsiaCCS,2019,RIP-RH: Preventing Rowhammer-based Inter-Process Attacks,"Carsten Bock,Ferdinand Brasser,David Gens,Christopher Liebchen,Ahamd-Reza Sadeghi",https://dl.acm.org/doi/pdf/10.1145/3321705.3329827,,,,Carsten_Bock_2019.pdf,,
AsiaCCS,2019,eHIFS: An Efficient History Independent File System,"Biao Gao,Bo Chen,Shijie Jia,Luning Xia",https://dl.acm.org/doi/pdf/10.1145/3321705.3329839,,,,Biao_Gao_2019.pdf,,
AsiaCCS,2019,Thermanator: Thermal Residue-Based Post Factum Attacks on Keyboard Data Entry,"Tyler Kaczmarek,Ercan Ozturk,Gene Tsudik",https://dl.acm.org/doi/pdf/10.1145/3321705.3329846,,,,Tyler_Kaczmarek_2019.pdf,,
AsiaCCS,2019,Design Procedure of Knowledge Base for Practical Attack Graph Generation,"Masaki Inokuchi,Yoshinobu Ohta,Shunichi Kinoshita,Tomohiko Yagyu,Orly Stan,Ron Bitton,Yuval Elovici,Asaf Shabtai",https://dl.acm.org/doi/pdf/10.1145/3321705.3329853,,,,Masaki_Inokuchi_2019.pdf,,
AsiaCCS,2019,On the Difficulty of Hiding the Balance of Lightning Network Channels,"Jordi Herrera-Joancomartí,Guillermo Navarro-Arribas,Alejandro Ranchal-Pedrosa,Cristina Pérez-Solà,Joaquin Garcia-Alfaro",https://dl.acm.org/doi/pdf/10.1145/3321705.3329812,,,,Jordi_Joancomarti_2019.pdf,,
AsiaCCS,2019,A New Blind ECDSA Scheme for Bitcoin Transaction Anonymity,"Xun Yi,Kwok-Yan Lam",https://dl.acm.org/doi/pdf/10.1145/3321705.3329816,,,,Xun_Yi_2019.pdf,,
AsiaCCS,2019,On The Unforkability of Monero,"Dimaz Ankaa Wijaya,Joseph K. Liu,Ron Steinfeld,Dongxi Liu,Jiangshan Yu",https://dl.acm.org/doi/pdf/10.1145/3321705.3329823,,,,Dimaz_Wijaya_2019.pdf,,
AsiaCCS,2019,PTrix: Efficient Hardware-Assisted Fuzzing for COTS Binary,"Yaohui Chen,Dongliang Mu,Jun Xu,Zhichuang Sun,Wenbo Shen,Xinyu Xing,Long Lu,Bing Mao",https://dl.acm.org/doi/pdf/10.1145/3321705.3329828,https://github.com/junxzm1990/afl-pt,200,,Yaohui_Chen_2019.pdf,,
AsiaCCS,2019,An Empirical Study of Prioritizing JavaScript Engine Crashes via Machine Learning,"Sunnyeo Park,Dohyeok Kim,Sooel Son",https://dl.acm.org/doi/pdf/10.1145/3321705.3329840,https://github.com/WSP-LAB/CRScope,200,,Sunnyeo_Park_2019.pdf,,
AsiaCCS,2019,"A Feature-Oriented Corpus for Understanding, Evaluating and Improving Fuzz Testing","Xiaogang Zhu,Xiaotao Feng,Tengyun Jiao,Sheng Wen,Yang Xiang,Seyit Camtepe,Jingling Xue",https://dl.acm.org/doi/pdf/10.1145/3321705.3329845,,,,Xiaogang_Zhu_2019.pdf,,
AsiaCCS,2019,How to Securely Record Logs based on ARM TrustZone,"Seungho Lee,Wonsuk Choi,Hyo Jin Jo,Dong Hoon Lee",https://dl.acm.org/doi/pdf/10.1145/3321705.3331001,,,,Seungho_Lee_2019.pdf,,
AsiaCCS,2019,Characterizing Adversarial Subspaces by Mutual Information,"Chia-Yi Hsu,Pin-Yu Chen,Chia-Mu Yu",https://dl.acm.org/doi/pdf/10.1145/3321705.3331002,,,,Chia_Hsu_2019.pdf,,
AsiaCCS,2019,A Data Life Cycle Modeling Proposal by Means of Formal Methods,"Madalina G. Ciobanu,Fausto Fasano,Fabio Martinelli,Francesco Mercaldo,Antonella Santone",https://dl.acm.org/doi/pdf/10.1145/3321705.3331003,,,,Madalina_Ciobanu_2019.pdf,,
AsiaCCS,2019,Cracking the Graph Routes in WirelessHART Networks,"Xia Cheng,Junyang Shi,Mo Sha",https://dl.acm.org/doi/pdf/10.1145/3321705.3331004,,,,Xia_Cheng_2019.pdf,,
AsiaCCS,2019,Fidelity: A Property of Deep Neural Networks to Measure the Trustworthiness of Prediction Results,Ziqi Yang,https://dl.acm.org/doi/pdf/10.1145/3321705.3331005,,,,Ziqi_Yang_2019.pdf,,
AsiaCCS,2019,Towards Identifying Early Indicators of a Malware Infection,"Sareena Karapoola,Chester Rebeiro,Unnati Parekh,Kamakoti Veezhinathan",https://dl.acm.org/doi/pdf/10.1145/3321705.3331006,,,,Sareena_Karapoola_2019.pdf,,
AsiaCCS,2019,Vendor-Independent Monitoring on Programmable Logic Controller Status for ICS Security Log Management,"Jongwon Choi,HyungKwan Kim,Seungoh Choi,Jeong-Han Yun,Byung-Gil Min,HyoungChun Kim",https://dl.acm.org/doi/pdf/10.1145/3321705.3331007,https://github.com/Jongwon-Choi/Siemens-S71500-SecurityLog-Collector,200,,Jongwon_Choi_2019.pdf,,
AsiaCCS,2019,IoT Application-Centric Access Control (ACAC),"Mohammed Al-Shaboti,Ian Welch,Aaron Chen",https://dl.acm.org/doi/pdf/10.1145/3321705.3331008,,,,Mohammed_Shaboti_2019.pdf,,
AsiaCCS,2019,"High Efficiency, Low-noise Meltdown Attack by using a Return Stack Buffer","TaeHyun Kim,Youngjoo Shin",https://dl.acm.org/doi/pdf/10.1145/3321705.3331009,,,,TaeHyun_Kim_2019.pdf,,
AsiaCCS,2019,Smart Contract-based Miner Registration and Block Validation,"Shijie Zhang,Jong-Hyouk Lee",https://dl.acm.org/doi/pdf/10.1145/3321705.3331010,https://github.com/zzyzydb/Miner-Registration,200,,Shijie_Zhang_2019.pdf,,
AsiaCCS,2020,"AI and Security: Lessons, Challenges and Future Directions",Dawn Song,https://dl.acm.org/doi/pdf/10.1145/3320269.3384771,,,,Dawn_Song_2020.pdf,,
AsiaCCS,2020,Proofs or Remote Execution and Mitigation of TOCTOU Attacks,Gene Tsudik,https://dl.acm.org/doi/pdf/10.1145/3320269.3409495,,,,Gene_Tsudik_2020.pdf,,
AsiaCCS,2020,Global Communication Guarantees in the Presence of Adversaries,Adrian Perrig,https://dl.acm.org/doi/pdf/10.1145/3320269.3409496,,,,Adrian_Perrig_2020.pdf,,
AsiaCCS,2020,The Lazarus Effect: Healing Compromised Devices in the Internet of Small Things,Manuel Huber and Stefan Hristozov and Simon Ott and Vasil Sarafov and Marcus Peinado,https://dl.acm.org/doi/pdf/10.1145/3320269.3384723,,,,Manuel_Huber_2020.pdf,,
AsiaCCS,2020,AuthCTC: Defending Against Waveform Emulation Attack in Heterogeneous IoT Environments,Sihan Yu and Xiaonan Zhang and Pei Huang and Linke Guo and Long  Cheng and Kuangching Wang,https://dl.acm.org/doi/pdf/10.1145/3320269.3384726,,,,Sihan_Yu_2020.pdf,,
AsiaCCS,2020,DeepPower: Non-intrusive and Deep Learning-based Detection of IoT Malware Using Power Side Channels,Fei Ding and Hongda Li and Feng Luo and Hongxin Hu and Long Cheng and Hai  Xiao and Rong Ge,https://dl.acm.org/doi/pdf/10.1145/3320269.3384727,,,,Fei_Ding_2020.pdf,,
AsiaCCS,2020,Your Smart Home Can't Keep a Secret: Towards Automated Fingerprinting of IoT Traffic,Shuaike Dong and Zhou Li and Di Tang and Jiongyi Chen and Menghan  Sun and Kehuan Zhang,https://dl.acm.org/doi/pdf/10.1145/3320269.3384732,https://github.com/DongShuaike/iot-traffic-dataset,200,,Shuaike_Dong_2020.pdf,,
AsiaCCS,2020,PassTag: A Graphical-Textual Hybrid Fallback Authentication System,Joon Kuy Han and Xiaojun Bi and Hyoungshick Kim and Simon S. Woo,https://dl.acm.org/doi/pdf/10.1145/3320269.3384737,,,,Joon Kuy_Han_2020.pdf,,
AsiaCCS,2020,PISKES: Pragmatic Internet-Scale Key-Establishment System,Benjamin Rothenberger and Dominik Ross and Markus Legner and Adrian Perrig,https://dl.acm.org/doi/pdf/10.1145/3320269.3384743,https://github.com/benrothen/piskes-verification,200,,Benjamin_Rothenberger_2020.pdf,,
AsiaCCS,2020,Provable-Security Model for Strong Proximity-based Attacks: With Application to Contactless Payments,Ioana Bourenau and Liqun Chen and Sam Ivey,https://dl.acm.org/doi/pdf/10.1145/3320269.3384748,,,,Ioana_Boureanu_2020.pdf,,
AsiaCCS,2020,"Skeptic: Automatic, Justified and Privacy-Preserving Password Composition Policy Selection",Saul johnson and Joao Ferreira and Mendes Alexandra and Cordry Julien,https://dl.acm.org/doi/pdf/10.1145/3320269.3384762,https://github.com/sr-lab/skeptic-authority-template/,200,,Saul_Johnson_2020.pdf,,
AsiaCCS,2020,Inspecting TLS Anytime Anywhere: A New Approach to TLS Interception,Joonsang Beak and Jonhkil Kim and Wily Susilo,https://dl.acm.org/doi/pdf/10.1145/3320269.3372199,,,,Joonsang_Baek_2020.pdf,,
AsiaCCS,2020,Preparing Network Intrusion Detection Deep Learning Models with Minimal Data Using Adversarial Domain Adaptation,Ankush Singla and Elisa Bertino and Dinesh Verma,https://dl.acm.org/doi/pdf/10.1145/3320269.3384718,,,,Ankush_Singla_2020.pdf,,
AsiaCCS,2020,Creating Character-based Templates for Log Data to Enable Security Event Classification,Markus Wurzenberger and Georg Hold and Landaurer Max and Florian Skopik and Wolfgang Kastner,https://dl.acm.org/doi/pdf/10.1145/3320269.3384722,,,,Markus_Wurzenberger_2020.pdf,,
AsiaCCS,2020,In-Network Filtering of Distributed Denial-of-Service Traffic with Near-Optimal Rule Selection,Devkishen Sisodia and Jun Li and Lei Jiao,https://dl.acm.org/doi/pdf/10.1145/3320269.3384755,,,,Devkishen_Sisodia_2020.pdf,,
AsiaCCS,2020,Revisiting Shared Data Protection Against Key Exposure,Katarzyna Ksausta and Matthieu Rambaud and Gerard  Memmi,https://dl.acm.org/doi/pdf/10.1145/3320269.3372198,,,,Katarzyna_Kapusta_2020.pdf,,
AsiaCCS,2020,Catch You If You Deceive Me: Verifiable and Privacy-Aware Truth Discovery in Crowdsensing Systems,Guowen Xu and Hongwei Li and Shengmin Xu and Hao Ren and Yinghui Zhang and Sun Jianfei and Robert H. Deng,https://dl.acm.org/doi/pdf/10.1145/3320269.3384720,,,,Guowen_Xu_2020.pdf,,
AsiaCCS,2020,Efficient Secure Computation of Order-Preserving Encryption,AnselmeTueno and Florian Kerschbaum,https://dl.acm.org/doi/pdf/10.1145/3320269.3384739,,,,Anselme_Tueno_2020.pdf,,
AsiaCCS,2020,Exploring Architectures for Cryptographic Access Control Enforcement in the Cloud for Fun and Optimization,Stefano Berlato and Roberto Carbone and Adam J Lee and Silvio Ranise,https://dl.acm.org/doi/pdf/10.1145/3320269.3384767,"https://github.com/stfbk/CryptoAC,https://stfbk.github.io/complementary/ASIACCS2020",200,,Stefano_Berlato_2020.pdf,,
AsiaCCS,2020,Measuring the Impact of the GDPR on Data Sharing in Ad Networks,Tobias Urban and Dennis Tatang and Martin Degeling and Thorsten Holz and Nobert Pohlmann,https://dl.acm.org/doi/pdf/10.1145/3320269.3372194,,,,Tobias_Urban_2020.pdf,,
AsiaCCS,2020,Scam Augmentation and Customization: Identifying Vulnerable Users and Arming Defenders,Shahryar Baki and Rakesh M Verma and Omprakash Gnawali,https://dl.acm.org/doi/pdf/10.1145/3320269.3384753,https://github.com/ReDASers/ASIACCS2020-ScamAugmentation,200,,Shahryar_Baki_2020.pdf,,
AsiaCCS,2020,What risk? I don't understand. An Empirical Study on Users' Understanding of the Terms Used in Security Texts,Tingmin Wu and Rongjunchen Zhang and Wanlun Ma and Sheng Wen and Xin Xia and Cecile Paris and Surya  Nepal and Yang Xiang,https://dl.acm.org/doi/pdf/10.1145/3320269.3384761,,,,Tingmin_Wu_2020.pdf,,
AsiaCCS,2020,Be the Phisher -- Understanding Users' Perception of Malicious Domains,Florian Quinkert and Marting Degeling and Jim Blythe and Thorsten Holz,https://dl.acm.org/doi/pdf/10.1145/3320269.3384765,https://github.com/RUB-SysSec/be-the-phisher,200,,Florian_Quinkert_2020.pdf,,
AsiaCCS,2020,Privacy-Preserving OpenID Connect,Sven Hammann and Ralf Sasse and David Basin,https://dl.acm.org/doi/pdf/10.1145/3320269.3384724,,,,Sven_Hammann_2020.pdf,,
AsiaCCS,2020,Assessing the Privacy Benefits of Domain Name Encryption,Nguyen Phong Hoang and Arian Akhavan Naiki and Nikita Borisov and Gill Phillipa and Michalis Polychronakis,https://dl.acm.org/doi/pdf/10.1145/3320269.3384728,,,,Nguyen Phong_Hoang_2020.pdf,,
AsiaCCS,2020,Can We Use Split Learning on 1D CNN Models for Privacy Preserving Training?,Sharif Abuadbba and Kyuyeon Kim and Minki Kim and Chandra Thapa and Seyit Camtepe A. and Gao Yansong Hyoungshick  Kim and Surya Nepal,https://dl.acm.org/doi/pdf/10.1145/3320269.3384740,https://github.com/SharifAbuadbba/split-learning-1D,200,,Sharif_Abuadbba_2020.pdf,,
AsiaCCS,2020,Privacy-Preserving Incentive Systems with Highly Efficient Point-Collection,Jan Bobolz and Fabian Eidens and Stephan Krenn and Daniel Slamanig and Christoph Striecks,https://dl.acm.org/doi/pdf/10.1145/3320269.3384769,https://github.com/herumi/mcl,200,,Jan_Bobolz_2020.pdf,,
AsiaCCS,2020,Adversarial Attack against Deep Reinforcement Learning with Static Reward Impact Map,Patrick Chang and Yaxuan Wang and Daniel S. Yeung.,https://dl.acm.org/doi/pdf/10.1145/3320269.3384715,,,,Patrick P. K._Chan_2020.pdf,,
AsiaCCS,2020,Membership Encoding for Deep Learning,Congzheng Song and Reza Shokri,https://dl.acm.org/doi/pdf/10.1145/3320269.3384731,,,,Congzheng_Song_2020.pdf,,
AsiaCCS,2020,SirenAttack: Generating Adversarial Audio for End-to-End Acoustic Systems,Tianyu Du and Shouling Ji and Jinfeng Li and Qinchen Gu and Ting  Wang and Raheem Beyah,https://dl.acm.org/doi/pdf/10.1145/3320269.3384733,,,,Tianyu_Du_2020.pdf,,
AsiaCCS,2020,Adversarial Attacks on Link Prediction Algorithms Based on Graph Neural Networks,Wanyu Lin and Shengxiang Ji and Baochun Li,https://dl.acm.org/doi/pdf/10.1145/3320269.3384750,,,,Wanyu_Lin_2020.pdf,,
