Conference,Year,Title,Authors,PDF Link,File name,Code,Data,status_code,Comments,Assigned To
ACSAC,2017,A Security-Mode for Carrier-Grade SDN Controllers,"Yoon, Changhoon and Shin, Seungwon and Porras, Phillip and Yegneswaran, Vinod and Kang, Heedo and Fong, Martin and O'Connor, Brian and Vachuska, Thomas",https://dl.acm.org/doi/pdf/10.1145/3134600.3134603,yoon_shin_2017.pdf,,,,,
ACSAC,2017,RESECT: Self-Learning Traffic Filters for IP Spoofing Defense,"Mirkovic, Jelena and Kline, Erik and Reiher, Peter",https://dl.acm.org/doi/pdf/10.1145/3134600.3134644,mirkovic_kline_2017.pdf,,,,,
ACSAC,2017,Towards Baselines for Shoulder Surfing on Mobile Authentication,"Aviv, Adam J. and Davin, John T. and Wolf, Flynn and Kuber, Ravi",https://dl.acm.org/doi/pdf/10.1145/3134600.3134609,aviv_davin_2017.pdf,,,,,
ACSAC,2017,On the Pitfalls of End-to-End Encrypted Communications: A Study of Remote Key-Fingerprint Verification,"Shirvanian, Maliheh and Saxena, Nitesh and George, Jesvin James",https://dl.acm.org/doi/pdf/10.1145/3134600.3134610,shirvanian_saxena_2017.pdf,,,,,
ACSAC,2017,Here Is Your Fingerprint! Actual Risk versus User Perception of Latent Fingerprints and Smudges Remaining on Smartphones,"Lee, Hoyeon and Kim, Seungyeon and Kwon, Taekyoung",https://dl.acm.org/doi/pdf/10.1145/3134600.3134643,lee_kim_2017.pdf,,,,,
ACSAC,2017,Protecting Against Malicious Bits On the Wire: Automatically Generating a USB Protocol Parser for a Production Kernel,"Johnson, Peter C. and Bratus, Sergey and Smith, Sean W.",https://dl.acm.org/doi/pdf/10.1145/3134600.3134630,johnson_bratus_2017.pdf,,,,,
ACSAC,2017,Nioh: Hardening The Hypervisor by Filtering Illegal I/O Requests to Virtual Devices,"Ogasawara, Junya and Kono, Kenji",https://dl.acm.org/doi/pdf/10.1145/3134600.3134648,ogasawara_kono_2017.pdf,,,,,
ACSAC,2017,Analysis of SEAndroid Policies: Combining MAC and DAC in Android,"Chen, Haining and Li, Ninghui and Enck, William and Aafer, Yousra and Zhang, Xiangyu",,chen_li_2017.pdf,https://github.com/seandroid-analytics/seal,,200,,
ACSAC,2017,Commoner Privacy And A Study On Network Traces,"Deng, Xiyue and Mirkovic, Jelena",https://dl.acm.org/doi/pdf/10.1145/3134600.3134602,deng_mirkovic_2017.pdf,,,,,
ACSAC,2017,The Devils in The Details: Placing Decoy Routers in the Internet,"Gosain, Devashish and Agarwal, Anshika and Chakravarty, Sambuddho and Acharya, H. B.",https://dl.acm.org/doi/pdf/10.1145/3134600.3134608,gosain_agarwal_2017.pdf,,,,,
ACSAC,2017,Ex-Ray: Detection of History-Leaking Browser Extensions,"Weissbacher, Michael and Mariconti, Enrico and Suarez-Tangil, Guillermo and Stringhini, Gianluca and Robertson, William and Kirda, Engin",https://dl.acm.org/doi/pdf/10.1145/3134600.3134632,weissbacher_mariconti_2017.pdf,https://github.com/mweissbacher/exray-data,,200,,
ACSAC,2018,Shredder: Breaking Exploits through API Specialization,"Mishra, Shachee and Polychronakis, Michalis",https://dl.acm.org/doi/pdf/10.1145/3274694.3274703,mishra_polychronakis_2018.pdf,https://github.com/shach33/shredder,,200,,
ACSAC,2018,Type-After-Type: Practical and Complete Type-Safe Memory Reuse,"van der Kouwe, Erik and Kroes, Taddeus and Ouwehand, Chris and Bos, Herbert and Giuffrida, Cristiano",https://dl.acm.org/doi/pdf/10.1145/3274694.3274705,vanderkouwe_kroes_2018.pdf,https://github.com/vusec/type-after-type,,200,,
ACSAC,2018,On the Effectiveness of Type-based Control Flow Integrity,"Farkhani, Reza Mirzazade and Jafari, Saman and Arshad, Sajjad and Robertson, William and Kirda, Engin and Okhravi, Hamed",https://dl.acm.org/doi/pdf/10.1145/3274694.3274739,farkhani_jafari_2018.pdf,,,,,
ACSAC,2018,Practical Integrity Protection with Oblivious Hashing,"Ahmadvand, Mohsen and Hayrapetyan, Anahit and Banescu, Sebastian and Pretschner, Alexander",https://dl.acm.org/doi/pdf/10.1145/3274694.3274732,ahmadvand_hayrapetyan_2018.pdf,https://github.com/tum-i4/sip-oblivious-hashing,,200,,
ACSAC,2018,"Typing-Proof: Usable, Secure and Low-Cost Two-Factor Authentication Based on Keystroke Timings","Liu, Ximing and Li, Yingjiu and Deng, Robert H.",https://dl.acm.org/doi/pdf/10.1145/3274694.3274699,liu_li_2018.pdf,,,,,
ACSAC,2018,Latent Typing Biometrics in Online Collaboration Services,"McCulley, Shane and Roussev, Vassil",https://dl.acm.org/doi/pdf/10.1145/3274694.3274754,mcculley_roussev_2018.pdf,https://github.com/UNOcyber/google-docs-biometrics,,200,,
ACSAC,2018,Beware of Your Screen: Anonymous Fingerprinting of Device Screens for Off-line Payment Protection,"Zhou, Zhe and Tang, Di and Wang, Wenhao and Wang, Xiaofeng and Li, Zhou and Zhang, Kehuan",https://dl.acm.org/doi/pdf/10.1145/3274694.3274721,zhou_tang_2018.pdf,,,,,
ACSAC,2018,A Measurement Study of Authentication Rate-Limiting Mechanisms of Modern Websites,"Lu, Bo and Zhang, Xiaokuan and Ling, Ziman and Zhang, Yinqian and Lin, Zhiqiang",https://dl.acm.org/doi/pdf/10.1145/3274694.3274714,lu_zhang_2018.pdf,https://docs.google.com/spreadsheets/d/1K2Y5PH1jIhhIbf_8FDb2YvqZTHFLNHjzlY75QiOYs90/edit?usp=sharing,,,,
ACSAC,2018,Accurate Malware Detection by Extreme Abstraction,"Copty, Fady and Danos, Matan and Edelstein, Orit and Eisner, Cindy and Murik, Dov and Zeltser, Benjamin",https://dl.acm.org/doi/pdf/10.1145/3274694.3274700,copty_danos_2018.pdf,,,,,
ACSAC,2018,Using Loops For Malware Classification Resilient to Feature-unaware Perturbations,"Machiry, Aravind and Redini, Nilo and Gustafson, Eric and Fratantonio, Yanick and Choe, Yung Ryn and Kruegel, Christopher and Vigna, Giovanni",https://dl.acm.org/doi/pdf/10.1145/3274694.3274731,machiry_redini_2018.pdf,www.github.com/ucsb-seclab/LoopMC,,-1,,
ACSAC,2018,MADE: Security Analytics for Enterprise Threat Detection,"Oprea, Alina and Li, Zhou and Norris, Robin and Bowers, Kevin",https://dl.acm.org/doi/pdf/10.1145/3274694.3274710,oprea_li_2018.pdf,,,,,
ACSAC,2018,LOBO: Evaluation of Generalization Deficiencies in Twitter Bot Classifiers,"Echeverría, Juan and De Cristofaro, Emiliano and Kourtellis, Nicolas and Leontiadis, Ilias and Stringhini, Gianluca and Zhou, Shi",https://dl.acm.org/doi/pdf/10.1145/3274694.3274738,echeverria_decristofaro_2018.pdf,,,,,
ACSAC,2018,Side-Channel Analysis of SM2: A Late-Stage Featurization Case Study,"Tuveri, Nicola and Hassan, Sohaib ul and Garcia, Cesar Pereida and Brumley, Billy Bob",https://dl.acm.org/doi/pdf/10.1145/3274694.3274725,tuveri_hassan_2018.pdf,https://doi.org/10.5281/zenodo.1436828,,200,,
ACSAC,2018,MicroWalk: A Framework for Finding Side Channels in Binaries,"Wichelmann, Jan and Moghimi, Ahmad and Eisenbarth, Thomas and Sunar, Berk",https://dl.acm.org/doi/pdf/10.1145/3274694.3274741,wichelmann_moghimi_2018.pdf,https://github.com/microwalk-project/Microwalk,,200,,
ACSAC,2018,Analyzing Cache Side Channels Using Deep Neural Networks,"Zhang, Tianwei and Zhang, Yinqian and Lee, Ruby B.",https://dl.acm.org/doi/pdf/10.1145/3274694.3274715,zhang_zhang_2018.pdf,https://github.com/tianweiz07/DeepLearningSideChannel,,200,,
ACSAC,2018,MemCloak: Practical Access Obfuscation for Untrusted Memory,"Liang, Weixin and Bu, Kai and Li, Ke and Li, Jinhong and Tavakoli, Arya",https://dl.acm.org/doi/pdf/10.1145/3274694.3274695,liang_bu_2018.pdf,,,,,
ACSAC,2018,StateDroid: Stateful Detection of Stealthy Attacks in Android Apps via Horn-Clause Verification,"Junaid, Mohsin and Ming, Jiang and Kung, David",https://dl.acm.org/doi/pdf/10.1145/3274694.3274707,junaid_ming_2018.pdf,https://github.com/mohsinjuni/statedroid,,200,,
ACSAC,2018,Improving Accuracy of Android Malware Detection with Lightweight Contextual Awareness,"Allen, Joey and Landen, Matthew and Chaba, Sanya and Ji, Yang and Chung, Simon Pak Ho and Lee, Wenke",https://dl.acm.org/doi/pdf/10.1145/3274694.3274744,allen_landen_2018.pdf,https://github.com/jallen89/pikadroid.git,,404,,
ACSAC,2018,A Large Scale Investigation of Obfuscation Use in Google Play,"Wermke, Dominik and Huaman, Nicolas and Acar, Yasemin and Reaves, Bradley and Traynor, Patrick and Fahl, Sascha",https://dl.acm.org/doi/pdf/10.1145/3274694.3274726,wermke_huaman_2018.pdf,,,,,
ACSAC,2018,Why Johnny Can't Make Money With His Contents: Pitfalls of Designing and Implementing Content Delivery Apps,"Chau, Sze Yiu and Wang, Bincheng and Wang, Jianxiong and Chowdhury, Omar and Kate, Aniket and Li, Ninghui",https://dl.acm.org/doi/pdf/10.1145/3274694.3274752,chau_wang_2018.pdf,,,,,
ACSAC,2018,An Extensive Evaluation of the Internet's Open Proxies,"Mani, Akshaya and Vaidya, Tavish and Dworken, David and Sherr, Micah",https://dl.acm.org/doi/pdf/10.1145/3274694.3274711,mani_vaidya_2018.pdf,https://openproxies-acsac18.github.io/,,200,,
ACSAC,2018,SENSS Against Volumetric DDoS Attacks,"Ramanathan, Sivaramakrishnan and Mirkovic, Jelena and Yu, Minlan and Zhang, Ying",https://dl.acm.org/doi/pdf/10.1145/3274694.3274717,ramanathan_mirkovic_2018.pdf,https://steel.isi.edu/projects/SENSS/ACSAC2018/,,,,
ACSAC,2018,Wi Not Calling: Practical Privacy and Availability Attacks in Wi-Fi Calling,"Baek, Jaejong and Kyung, Sukwha and Cho, Haehyun and Zhao, Ziming and Shoshitaishvili, Yan and Doupé, Adam and Ahn, Gail-Joon",https://dl.acm.org/doi/pdf/10.1145/3274694.3274753,baek_kyung_2018.pdf,https://github.com/sefcom/Wi-Fi-Calling-scource-code,,200,,
ACSAC,2018,Tracking Users across the Web via TLS Session Resumption,"Erik Sy,Christian Burkert,Hannes Federrath,Mathias Fischer",https://dl.acm.org/doi/pdf/10.1145/3274694.3274708,Erik_Sy_2018.pdf,,,,,
ACSAC,2018,Towards Automated Generation of Exploitation Primitives for Web Browsers,"Garmany, Behrad and Stoffel, Martin and Gawlik, Robert and Koppe, Philipp and Blazytko, Tim and Holz, Thorsten",https://dl.acm.org/doi/pdf/10.1145/3274694.3274723,garmany_stoffel_2018.pdf,https://github.com/RUB-SysSec/PrimGen,,200,,
ACSAC,2018,RAPID: Resource and API-Based Detection Against In-Browser Miners,"Rodriguez, Juan D. Parra and Posegga, Joachim and Kourtellis, Nicolas and Leontiadis, Ilias and Stringhini, Gianluca and Zhou, Shi",https://dl.acm.org/doi/pdf/10.1145/3274694.3274735,rodriguez_posegga_2018.pdf,,,,,
ACSAC,2018,A Multi-tab Website Fingerprinting Attack,"Yixiao Xu,Tao Wang,Qi Li,Qingyuan Gong,Yang Chen,Yong Jiang",https://dl.acm.org/doi/pdf/10.1145/3274694.3274697,Yixiao_Xu_2018.pdf,,,200,,
ACSAC,2018,Raising the Bar: Evaluating Origin-wide Security Manifests,"Van Acker, Steven and Hausknecht, Daniel and Sabelfeld, Andrei",https://dl.acm.org/doi/pdf/10.1145/3274694.3274701,vanacker_hausknecht_2018.pdf,https://www.cse.chalmers.se/research/group/security/originmanifest/,,200,,
ACSAC,2018,SHIELD: A Framework for Efficient and Secure Machine Learning Classification in Constrained Environments,"Ziegeldorf, Jan Henrik and Metzke, Jan and Wehrle, Klaus and Blazytko, Tim and Holz, Thorsten",https://dl.acm.org/doi/pdf/10.1145/3274694.3274716,ziegeldorf_metzke_2018.pdf,,,,,
ACSAC,2018,Model Extraction Warning in MLaaS Paradigm,"Kesarwani, Manish and Mukhoty, Bhaskar and Arya, Vijay and Mehta, Sameep",https://dl.acm.org/doi/pdf/10.1145/3274694.3274740,kesarwani_mukhoty_2018.pdf,,,,,
ACSAC,2018,Poisoning Attacks to Graph-Based Recommender Systems,"Fang, Minghong and Yang, Guolei and Gong, Neil Zhenqiang and Liu, Jia",https://dl.acm.org/doi/pdf/10.1145/3274694.3274706,fang_yang_2018.pdf,,,,,
ACSAC,2018,I Know What You See: Power Side-Channel Attack on Convolutional Neural Network Accelerators,"Wei, Lingxiao and Luo, Bo and Li, Yu and Liu, Yannan and Xu, Qiang",https://dl.acm.org/doi/pdf/10.1145/3274694.3274696,wei_luo_2018.pdf,,,,,
ACSAC,2018,Hiding in the Shadows: Empowering ARM for Stealthy Virtual Machine Introspection,"Proskurin, Sergej and Lengyel, Tamas and Momeu, Marius and Eckert, Claudia and Zarras, Apostolis",https://dl.acm.org/doi/pdf/10.1145/3274694.3274698,proskurin_lengyel_2018.pdf,https://github.com/drakvuf-on-arm/drakvuf-on-arm,,200,Hardware,
ACSAC,2018,A Measurement Study on Linux Container Security: Attacks and Countermeasures,"Lin, Xin and Lei, Lingguang and Wang, Yuewu and Jing, Jiwu and Sun, Kun and Zhou, Quan",https://dl.acm.org/doi/pdf/10.1145/3274694.3274720,lin_lei_2018.pdf,,,,,
ACSAC,2018,Secure Out-of-band Remote Management of Virtual Machines with Transparent Passthrough,"Futagami, Shota and Unoki, Tomoya and Kourai, Kenichi",https://dl.acm.org/doi/pdf/10.1145/3274694.3274749,futagami_unoki_2018.pdf,,,,,
ACSAC,2018,Prime+Count: Novel Cross-world Covert Channels on ARM TrustZone,"Cho, Haehyun and Zhang, Penghui and Kim, Donguk and Park, Jinbum and Lee, Choong-Hoon and Zhao, Ziming and Doupé, Adam and Ahn, Gail-Joon",https://dl.acm.org/doi/pdf/10.1145/3274694.3274704,cho_zhang_2018.pdf,https://github.com/Samsung/prime-count,,200,Hardware,
ACSAC,2018,Comparing Video Based Shoulder Surfing with Live Simulation,"Adam J. Aviv,Flynn Wolf,Ravi Kuber",https://dl.acm.org/doi/pdf/10.1145/3274694.3274702,Adam_Aviv_2018.pdf,,,,,
ACSAC,2018,Do Social Disorders Facilitate Social Engineering? A Case Study of Autism and Phishing Attacks,"Neupane, Ajaya and Satvat, Kiavash and Saxena, Nitesh and Stavrinos, Despina and Bishop, Haley Johnson",https://dl.acm.org/doi/pdf/10.1145/3274694.3274730,neupane_satvat_2018.pdf,,,,,
ACSAC,2018,"I Need this Back, Later! An Exploration of Practical Secret Sharing","Wiese, Oliver and Weinhold, Christoph and Malchow, Jan-Ole and Roth, Volker",https://dl.acm.org/doi/pdf/10.1145/3274694.3274729,wiese_weinhold_2018.pdf,,,,,
ACSAC,2018,Take It or Leave It: A Survey Study on Operating System Upgrade Practices,"Farhang, Sadegh and Weidman, Jake and Kamani, Mohammad Mahdi and Grossklags, Jens and Liu, Peng",https://dl.acm.org/doi/pdf/10.1145/3274694.3274733,farhang_weidman_2018.pdf,,,,,
ACSAC,2018,TIFF: Using Input Type Inference To Improve Fuzzing,"Jain, Vivek and Rawat, Sanjay and Giuffrida, Cristiano and Bos, Herbert",https://dl.acm.org/doi/pdf/10.1145/3274694.3274746,jain_rawat_2018.pdf,https://www.vusec.net/projects/#testing,,200,,
ACSAC,2018,Mapping to Bits: Efficiently Detecting Type Confusion Errors,"Pang, Chengbin and Du, Yunlan and Mao, Bing and Guo, Shanqing",https://dl.acm.org/doi/pdf/10.1145/3274694.3274719,pang_du_2018.pdf,https://github.com/bin2415/Bitype,,200,,
ACSAC,2018,A Heuristic Framework to Detect Concurrency Vulnerabilities,"Liu, Changming and Zou, Deqing and Luo, Peng and Zhu, Bin B. and Jin, Hai",https://dl.acm.org/doi/pdf/10.1145/3274694.3274718,liu_zou_2018.pdf,,,,,
ACSAC,2018,ICSD: An Automatic System for Insecure Code Snippet Detection in Stack Overflow over Heterogeneous Information Network,"Ye, Yanfang and Hou, Shifu and Chen, Lingwei and Li, Xin and Zhao, Liang and Xu, Shouhuai and Wang, Jiabin and Xiong, Qi",https://dl.acm.org/doi/pdf/10.1145/3274694.3274742,ye_hou_2018.pdf,,,,,
ACSAC,2018,Crystal (ball): I Look at Physics and Predict Control Flow! Just-Ahead-Of-Time Controller Recovery,"Etigowni, Sriharsha and Hossain-McKenzie, Shamina and Kazerooni, Maryam and Davis, Katherine and Zonouz, Saman",https://dl.acm.org/doi/pdf/10.1145/3274694.3274724,etigowni_hossain_2018.pdf,,,,,
ACSAC,2018,Noise Matters: Using Sensor and Process Noise Fingerprint to Detect Stealthy Cyber Attacks and Authenticate sensors in CPS,"Ahmed, Chuadhry Mujeeb and Zhou, Jianying and Mathur, Aditya P.",https://dl.acm.org/doi/pdf/10.1145/3274694.3274748,ahmed_zhou_2018.pdf,,,200,,
ACSAC,2018,Finding Dependencies between Cyber-Physical Domains for Security Testing of Industrial Control Systems,"Castellanos, John H. and Ochoa, Martín and Zhou, Jianying",https://dl.acm.org/doi/pdf/10.1145/3274694.3274745,castellanos_ochoa_2018.pdf,,,,,
ACSAC,2018,Pointing in the Right Direction - Securing Memory Accesses in a Faulty World,"Schilling, Robert and Werner, Mario and Nasahl, Pascal and Mangard, Stefan",https://dl.acm.org/doi/pdf/10.1145/3274694.3274728,schilling_werner_2018.pdf,,,,,
ACSAC,2018,Lprov: Practical Library-aware Provenance Tracing,"Wang, Fei and Kwon, Yonghwi and Ma, Shiqing and Zhang, Xiangyu and Xu, Dongyan",https://dl.acm.org/doi/pdf/10.1145/3274694.3274751,wang_kwon_2018.pdf,,,,,
ACSAC,2018,Now You See Me: Real-time Dynamic Function Call Detection,"de Goër, Franck and Rawat, Sanjay and Andriesse, Dennis and Bos, Herbert and Groz, Roland",https://dl.acm.org/doi/pdf/10.1145/3274694.3274712,degoer_rawat_2018.pdf,https://github.com/Frky/iCi,,200,,
ACSAC,2018,An Historical Analysis of the SEAndroid Policy Evolution,"Im, Bumjin and Chen, Ang and Wallach, Dan S.",https://dl.acm.org/doi/pdf/10.1145/3274694.3274709,im_chen_2018.pdf,http://imbumjin.github.io/gitmining_sepolicy.tar.gz,,404,,
ACSAC,2018,IAC: On the Feasibility of Utilizing Neural Signals for Access Control,"Rahman, Md Lutfor and Neupane, Ajaya and Song, Chengyu",https://dl.acm.org/doi/pdf/10.1145/3274694.3274713,rahman_neupane_2018.pdf,,,,,
ACSAC,2018,"Finding The Greedy, Prodigal, and Suicidal Contracts at Scale","Nikolić, Ivica and Kolluri, Aashish and Sergey, Ilya and Saxena, Prateek and Hobor, Aquinas",https://dl.acm.org/doi/pdf/10.1145/3274694.3274743,nikolic_kolluri_2018.pdf,https://github.com/MAIAN-tool/MAIAN,,200,,
ACSAC,2018,Osiris: Hunting for Integer Bugs in Ethereum Smart Contracts,"Torres, Christof Ferreira and Schütte, Julian and State, Radu",https://dl.acm.org/doi/pdf/10.1145/3274694.3274737,torres_schuette_2018.pdf,https://github.com/christoftorres/Osiris,,200,,
ACSAC,2018,SmarTor: Smarter Tor with Smart Contracts: Improving resilience of topology distribution in the Tor network,"Andre, Greubel and Alexandra, Dmitrienko and Samuel, Kounev",https://dl.acm.org/doi/pdf/10.1145/3274694.3274722,andre_dmitrienko_2018.pdf,https://greubelhome.ddns.net/index.php/s/NY2BxWnd88LP8XN,,-1,,
ACSAC,2018,Obscuro: A Bitcoin Mixer using Trusted Execution Environments,"Tran, Muoi and Luu, Loi and Kang, Min Suk and Bentov, Iddo and Saxena, Prateek",https://dl.acm.org/doi/pdf/10.1145/3274694.3274750,tran_luu_2018.pdf,https://github.com/BitObscuro/Obscuro,,200,Hardware,
ACSAC,2018,There's a Hole in that Bucket! A Large-scale Analysis of Misconfigured S3 Buckets,"Continella, Andrea and Polino, Mario and Pogliani, Marcello and Zanero, Stefano",https://dl.acm.org/doi/pdf/10.1145/3274694.3274736,continella_polino_2018.pdf,https://github.com/necst/truster,,200,,
ACSAC,2018,DeDoS: Defusing DoS with Dispersion Oriented Software,"Demoulin, Henri Maxime and Vaidya, Tavish and Pedisich, Isaac and DiMaiolo, Bob and Qian, Jingyu and Shah, Chirag and Zhang, Yuankai and Chen, Ang and Haeberlen, Andreas and Loo, Boon Thau and Phan, Linh Thi Xuan and Sherr, Micah and Shields, Clay and Zhou, Wenchao",https://dl.acm.org/doi/pdf/10.1145/3274694.3274727,demoulin_vaidya_2018.pdf,https://github.com/dedos-project/DeDOS,,200,,
ACSAC,2018,Improving security and usability of passphrases with guided word choice,"Blanchard, Nikola K. and Malaingre, Clément and Selker, Ted",https://dl.acm.org/doi/pdf/10.1145/3274694.3274734,blanchard_malaingre_2018.pdf,,,,,
ACSAC,2018,On The Systematic Development and Evaluation Of Password Security Awareness-Raising Materials,"Mayer, Peter and Schwartz, Christian and Volkamer, Melanie",https://dl.acm.org/doi/pdf/10.1145/3274694.3274747,mayer_schwartz_2018.pdf,https://secuso.aifb.kit.edu/Unterlagen_Schutz_von_Benutzerkonten.php,,,,
ACSAC,2019,Proof of aliveness,"Chenglu Jin, Zheng Yang, Marten van Dijk, Jianying Zhou",https://dl.acm.org/doi/pdf/10.1145/3359789.3359827,chenglu_jin_2019,https://github.com/ChengluJin/Proof_of_Aliveness,,200,,
ACSAC,2019,A Game of “Cut and Mouse”: Bypassing Antivirus by Simulating User Inputs,Ziya Alper Genç and Gabriele Lenzini,https://dl.acm.org/doi/pdf/10.1145/3359789.3359844,Ziya_Genç_2019.pdf,,,,,
ACSAC,2019,Co-evaluation of pattern matching algorithms on IoT devices with embedded GPUs,"Charalampos Stylianopoulos, Simon Kindström, Magnus Almgren, Olaf Landsiedel, Marina Papatriantafilou",https://dl.acm.org/doi/pdf/10.1145/3359789.3359811,charalampos_stylianopoulos_2019,https://bitbucket.org/mpastyl/acsac_pattern_matching_benchmark_opencl/src/master/,,200,,
ACSAC,2019,Aegis: a context-aware security framework for smart home systems,"Amit Kumar Sikder, Leonardo Babun, Hidayet Aksu, A. Selcuk Uluagac",https://dl.acm.org/doi/pdf/10.1145/3359789.3359840,amitkumar_sikder_2019,,,,,
ACSAC,2019,Defeating hidden audio channel attacks on voice assistants via audio-induced surface vibrations,"Chen Wang, S Abhishek Anand, Jian Liu, Payton Walker, Yingying Chen, Nitesh Saxena",https://dl.acm.org/doi/pdf/10.1145/3359789.3359830,chen_wang_2019,,,,,
ACSAC,2019,TF-BIV: transparent and fine-grained binary integrity verification in the cloud,"Fangjie Jiang, Quanwei Cai, Jingqiang Lin, Bo Luo, Le Guan, Ziqiang Ma",https://dl.acm.org/doi/pdf/10.1145/3359789.3359795,fangjie_jiang_2019,,,,,
ACSAC,2019,Nibbler: debloating binary shared libraries,"Ioannis Agadakos, Di Jin, David Williams-King, Vasileios P. Kemerlis, Georgios Portokalidis",https://dl.acm.org/doi/pdf/10.1145/3359789.3359823,ioannis_agadakos_2019,,,,,
ACSAC,2019,Function boundary detection in stripped binaries,"Jim Alves-Foss, Jia Song",https://dl.acm.org/doi/pdf/10.1145/3359789.3359825,jim_alvesfoss_2019,https://github.com/CenterForSecureAndDependableSystems/FunctionBoundary,,200,,
ACSAC,2019,VPS: excavating high-level C++ constructs from low-level binaries to protect dynamic dispatching,"Andre Pawlowski, Victor van der Veen, Dennis Andriesse, Erik van der Kouwe, Thorsten Holz, Cristiano Giuffrida, Herbert Bos",https://dl.acm.org/doi/pdf/10.1145/3359789.3359797,andre_pawlowski_2019,https://github.com/RUB-SysSec/VPS,,200,,
ACSAC,2019,STRIP: a defence against trojan attacks on deep neural networks,"Yansong Gao, Change Xu, Derui Wang, Shiping Chen, Damith C. Ranasinghe, Surya Nepal",https://dl.acm.org/doi/pdf/10.1145/3359789.3359790,yansong_gao_2019,https://github.com/garrisongys/STRIP,,200,,
ACSAC,2019,How to prove your model belongs to you: a blind-watermark based framework to protect intellectual property of DNN,"Zheng Li, Chengyu Hu, Yang Zhang, Shanqing Guo",https://dl.acm.org/doi/pdf/10.1145/3359789.3359801,zheng_li_2019,https://github.com/zhenglisec/Blind-Watermark-for-DNN,,200,,
ACSAC,2019,D2NN: a fine-grained dual modular redundancy framework for deep neural networks,"Yu Li, Yannan Liu, Min Li, Ye Tian, Bo Luo, Qiang Xu",https://dl.acm.org/doi/pdf/10.1145/3359789.3359831,yu_li_2019,,,,,
ACSAC,2019,Model inversion attacks against collaborative inference,"Zecheng He, Tianwei Zhang, Ruby B. Lee",https://dl.acm.org/doi/pdf/10.1145/3359789.3359824,zecheng_he_2019,https://github.com/zechenghe/Inverse_Collaborative_Inference,,200,,
ACSAC,2019,Systematic comparison of symbolic execution systems: intermediate representation and its generation,"Sebastian Poeplau, Aurélien Francillon",https://dl.acm.org/doi/pdf/10.1145/3359789.3359796,sebastian_poeplau_2019,,,,,
ACSAC,2019,How to kill symbolic deobfuscation for free (or: unleashing the potential of path-oriented protections),"Mathilde Ollivier, Sébastien Bardin, Richard Bonichon, Jean-Yves Marion",https://dl.acm.org/doi/pdf/10.1145/3359789.3359812,mathilde_ollivier_2019,https://github.com/binsec/hade/tree/master/experimental_data,,200,,
ACSAC,2019,Sleak: automating address space layout derandomization,"Christophe Hauser, Jayakrishna Menon, Yan Shoshitaishvili, Ruoyu Wang, Giovanni Vigna, Christopher Kruegel",https://dl.acm.org/doi/pdf/10.1145/3359789.3359820,christophe_hauser_2019,,,,,
ACSAC,2019,SIP shaker: software integrity protection composition,"Mohsen Ahmadvand, Dennis Fischer",https://dl.acm.org/doi/pdf/10.1145/3359789.3359848,mohsen_ahmadvand_2019,https://github.com/mr-ma/sip-shaker-artifact/,,200,,
ACSAC,2019,Detecting organized eCommerce fraud using scalable categorical clustering,"Samuel Marchal, Sebastian Szyller",https://dl.acm.org/doi/pdf/10.1145/3359789.3359810,samuel_marchal_2019,https://github.com/SSGAalto/recagglo,,200,,
ACSAC,2019,SIMPLE: single-frame based physical layer identification for intrusion detection and prevention on in-vehicle networks,"Mahsa Foruhandeh, Yanmao Man, Ryan Gerdes, Ming Li, Thidapat Chantem",https://dl.acm.org/doi/pdf/10.1145/3359789.3359834,mahsa_foruhandeh_2019,https://github.com/harry1993/simple-dataset,,200,,
ACSAC,2019,Improving intrusion detectors by crook-sourcing,"Frederico Araujo, Gbadebo Ayoade, Khaled Al-Naami, Yang Gao, Kevin W. Hamlen",https://dl.acm.org/doi/pdf/10.1145/3359789.3359822,frederico_araujo_2019,https://github.com/cyberdeception/deepdig,,200,,
ACSAC,2019,JStap: a static pre-filter for malicious JavaScript detection,"Aurore Fass, Michael Backes, Ben Stock",https://dl.acm.org/doi/pdf/10.1145/3359789.3359813,aurore_fass_2019,https://github.com/Aurore54F/JStap,,,,
ACSAC,2019,Koinonia: verifiable e-voting with long-term privacy,"Huangyi Ge, Sze Yiu Chau, Victor E Gonsalves, Huian Li, Tianhao Wang, Xukai Zou, Ninghui Li",https://dl.acm.org/doi/pdf/10.1145/3359789.3359804,huangyi_ge_2019,https://github.com/gehuangyi20/Koinonia,,200,Hardware,
ACSAC,2019,Whisper: a unilateral defense against VoIP traffic re-identification attacks,"Tavish Vaidya, Tim Walsh, Micah Sherr",https://dl.acm.org/doi/pdf/10.1145/3359789.3359807,tavish_vaidya_2019,https://www.whisperintovoip.com/,,200,,
ACSAC,2019,Privacy preserving substring search protocol with polylogarithmic communication cost,"Nicholas Mainardi, Alessandro Barenghi, Gerardo Pelosi",https://dl.acm.org/doi/pdf/10.1145/3359789.3359842,nicholas_mainardi_2019,https://dx.doi.org/10.5281/zenodo.3384814,,200,,
ACSAC,2019,Revisiting utility metrics for location privacy-preserving mechanisms,"Virat Shejwalkar, Amir Houmansadr, Hossein Pishro-Nik, Dennis Goeckel",https://dl.acm.org/doi/pdf/10.1145/3359789.3359829,virat_shejwalkar_2019,https://github.com/vrt1shjwlkr/Ride-Hailing-Service-Emulator,,200,,
