,Paper Title,Author,Link to Paper,Link for Code,Conference,Year,Author Affiliation,ReadMe,Type,Available,Last Modified,Language,Evaluate Later,Compiles,Output Matches,Hardware,Made for Reproducibility,Funding,Artifact Evaluation,Comments,Unnamed: 20,Unnamed: 21,"4,6",Made Available,Unnamed: 2
13,Bullseye Polytope: A Scalable Clean-Label Poisoning Attack with Improved Transferability,"Hojjat Aghakhani,Dongyu Meng,Yu-Xiang Wang,Christopher Kruegel,Giovanni Vigna",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9581207,"https://github.com/ucsb-seclab/BullseyePoison
https://github.com/ucsb-seclab/BullseyePoison/tree/master/Multi-Target-Mode",EuroS&P,2021.0,0.0,2.0,"1,2",2,2020-11-05 00:00:00,"Python, Shell",,2,-1,GPU,0,"DARPA, Intel Corp, Amazon Machine Learning Research Awards program, Nvidia Corp",-1,"No OS/version specified
No python version specified
Missing dependencies
does not give expected output of scripts, or a mapping of outputs to paper results
No version of torch (1.3.1) could be found to download
Issues with torchvision.datasets.CIFAR10 and SSL certs breaking code (turning off SSL in the code works, but sketchy)
Errors out directly after that, cant find a .pth file it's looking for",,,,,EuroS&P-2021-Bullseye_Polytope:_A_Scalable_Clean-Label_Poisoning_Attack_with_Improved_Transferability
0,Masked Language Model Based Textual Adversarial Example Detection,"Xiaomei Zhang,Zhaoxi Zhang,Qi Zhong,Xufei Zheng,Yanjun Zhang,Shengshan Hu,Leo Yu Zhang",https://dl.acm.org/doi/pdf/10.1145/3579856.3590339,https://github.com/mlmddetection/MLMDdetection,AsiaCCS,2023.0,0.0,1.0,1,2.0,2022-12-15 00:00:00,Python,,2.0,-1.0,,0.0,"Technology Innovation and Application Development of Chongqing Science and Technology Commission, Open Fund of Science and Technology on Parallel and Distributed Processing Laboratory",-1,"incompatible package dependencies from requirements.txt, prevents other packages from working, on Newman: breaks on torch, on Hipergator: breaks on pandas/tons of install dependencies.",,,,,
1,Short Paper: Device Re-identification in LoRaWAN through Messages Linkage,"Samuel Pélissier, Mathieu Cunche, Vincent Roca, Didier Donsez",https://dl.acm.org/doi/pdf/10.1145/3507657.3528556,https://gitlab.inria.fr/spelissi/wisec-2022-reproductibility,WiSec,2022.0,1.0,2.0,1,2.0,2022-03-28 00:00:00,Python,,2.0,-1.0,GPU,0.0,"ANR-BMBF PIVOT project, H2020 SPARTA, INSA-Lyon SPIE ICS IoT Chair","0,1,2","dataset with 11 million messages needed still waiting for validation/unreleased (been 2 years), when trying to run complains of file not found errors (unrelased datasets), says it's a VM but looks more like regular repo with .sh files to run code",,,,,
2,DHBE: Data-free Holistic Backdoor Erasing in Deep Neural Networks via Restricted Adversarial Distillation,"Zhicong Yan,Shenghong Li,Ruijie Zhao,Yuan Tian,Yuanyuan Zhao",https://dl.acm.org/doi/pdf/10.1145/3579856.3582822,https://github.com/yanzhicong/DHBE,AsiaCCS,2023.0,0.0,1.0,1,2.0,2022-11-27 00:00:00,Python,,2.0,-1.0,,0.0,"National Nature Science Foundation of China, Shanghai Municipal Science and Technology Major Project",-1,train/test datasets not provided,,,,,
3,Julia: Fast and Secure Key Agreement for IoT Devices,"Frans Lundberg, Juraj Feljan",https://dl.acm.org/doi/pdf/10.1145/3448300.3468116,https://github.com/assaabloy-ppi/julia-in-sage/blob/main/julia.ipynb,WiSec,2021.0,3.0,2.0,0,2.0,2021-05-26 00:00:00,Jupyter Notebook,,2.0,-1.0,,0.0,ASSA ABLOY AB,-1,"doesn't have any imports, fails from the first line of code",,,,,
4,Jujutsu: A Two-stage Defense against Adversarial Patch Attacks on Deep Neural Networks,"Zitao Chen,Pritam Dash,Karthik Pattabiraman",https://dl.acm.org/doi/pdf/10.1145/3579856.3582816,https://github.com/DependableSystemsLab/Jujutsu,AsiaCCS,2023.0,0.0,2.0,1,2.0,2022-11-24 00:00:00,Python,,2.0,-1.0,,0.0,Natural Sciences and Engineering Research Council of Canada (NSERC),-1,"import error, complains about numpy but numpy is installed, pytorch=1.7.1 uses python=3.8.5 but they say they tested on python=3.8.8",,,,,
5,Symbolic Synthesis of Indifferentiability Attacks,Rakotonirina Itsaka and Ambrona Miguel and Aguirre Alejandro and Barthe Gilles,dl.acm.org/doi/pdf/10.1145/3488932.3497759,https://github.com/miguel-ambrona/autodiff,AsiaCCS,2022.0,1.0,2.0,1,2.0,2021-11-04 00:00:00,Python,,2.0,-1.0,,0.0,,-1,"many errors, can't find files, running make doesn't work",,,,,
6,On the Feasibility of Cross-Language Detection of Malicious Packages in npm and PyPI,"Ladisa, Piergiorgio and Ponta, Serena Elisa and Ronzoni, Nicola and Martinez, Matias and Barais, Olivier",https://dl.acm.org/doi/pdf/10.1145/3627106.3627138,https://github.com/SAP-samples/cross-language-detection-artifacts,ACSAC,2023.0,0.0,2.0,1,2.0,2024-03-14 00:00:00,Python,,1.0,1.0,,0.0,EU,"0,1","missing pip install psutil in requirements.txt, code compiles but slightly different outputs (assuming it reproduces table 5)",,,,,
7,Make Data Reliable: An Explanation-powered Cleaning on Malware Dataset Against Backdoor Poisoning Attacks,"Xutong Wang, Chaoge Liu, Xiaohui Hu, Zhi Wang, Jie Yin, Xiang Cui",https://dl.acm.org/doi/pdf/10.1145/3564625.3564661,https://github.com/wxt406611016/MDR,ACSAC,2022.0,1.0,2.0,1,2.0,2022-10-28 00:00:00,Python,,1.0,-1.0,,0.0,"National Natural Science Foundation of China, Youth Innovation Promotion Association CAS",0,"scikit-learn version issue with hdbscan, changed to scikitlearn==1.2.2, joblib==1.1.0, reproduces Table 2 (not Table 1), otherwise lots of printed steps and easy to follow/run code <3, independent experiment from ""Performance Comparison On Poisoned Ember Dataset"" produces different results in HDBSCAN category from Table 2, surrogate model-agnostic evaluation reproduces Figure 4(a) not 5(a) (all figure labels are one-off)",,,,,
8,Compiler-Assisted Hardening of Embedded Software Against Interrupt Latency Side-Channel Attacks,"Hans Winderix,Jan Tobias Mühlberg,Frank Piessens",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9581165,https://github.com/hanswinderix/sllvm,EuroS&P,2021.0,0.0,2.0,"0,3",2.0,2023-03-29 00:00:00,C,,2.0,-1.0,,1.0,"Research Fund KU Lueven, Flemish Research Programme Cybersecurity, Intel Corporation",-1,"make install takes hours and ended up getting multiple untraceable and vague cmake errors, takes up so much space (14 GB)",,,,,
9,"A New Look at Blockchain Leader Election: Simple, Efficient, Sustainable and Post-Quantum","Muhammed F. Esgin,Oguzhan Ersoy,Veronika Kuchta,Julian Loss,Amin Sakzad,Ron Steinfeld,Xiangwen Yang,Raymond K. Zhao",https://dl.acm.org/doi/pdf/10.1145/3579856.3595792,https://gitlab.com/raykzhao/ivrf,AsiaCCS,2023.0,1.0,1.0,1,2.0,2023-10-27 00:00:00,C,,1.0,-1.0,,1.0,,-1,"make ivrf is missing ""sudo apt install libncurses5"" package, no updates/write-outs when running ./ivrf, paper talks more aobut performance and proof/analysis, code outputs comma separated numbers, so hard to verify",,,,,
10,RecIPE: Revisiting the Evaluation of Memory Error Defenses,Jiang Yuancheng and Yap Roland H.C. and Liang Zhenkai and Rosier Hubert,dl.acm.org/doi/pdf/10.1145/3488932.3524127,https://github.com/YuanchengJiang/recipe-benchmark,AsiaCCS,2022.0,1.0,1.0,1,2.0,2023-09-19 00:00:00,Python,,1.0,-1.0,,1.0,"Ministry of Education-Singapore, National Research Foundation-Singapore",-1,"had to add commands: ""pip uninstall pyelftools -y, pip install pyelftools==0.29"", doesn't output a table, just outputs a line of text",,,,,
11,Short Paper: Circumventing the Defense against Modulation Classification Attacks,"Hanif Rahbari, Naureen Hoque",https://dl.acm.org/doi/pdf/10.1145/3558482.3590197,https://github.com/hoquenaureen/attack-mo,WiSec,2023.0,0.0,0.0,1,2.0,2023-05-29 00:00:00,Jupyter Notebook/Python,,2.0,-1.0,,1.0,ESL Global Cybersecurity Institute at Rochester Institute of Technology,-1,"depricated packages, changed jupyter notebook to python using nbconvert, no requirements.txt",,,,,
12,Cryptographic Key Derivation from Biometric Inferences for Remote Authentication,Uzun Erkam and Yagemann Carter and Chung Simon and Kolesnikov Vladimir and Lee Wenke,https://dl.acm.org/doi/pdf/10.1145/3433210.3437512,https://github.com/euzun/justitia,AsiaCCS,2021.0,0.0,0.0,5,-1.0,2020-11-20 00:00:00,,,-1.0,-1.0,,1.0,,-1,,,,,,
13,CUP: Comprehensive User-Space Protection for C/C++,"Nathan Burow,Derrick McKee,Scott A. Carr,Mathias Payer",https://dl.acm.org/doi/pdf/10.1145/3196494.3196540,https://github.com/HexHive/CUP,AsiaCCS,2018.0,0.0,-1.0,5,-1.0,2018-06-06 00:00:00,,,-1.0,-1.0,,1.0,,-1,,,,,,
14,Exploring Unfairness on Proof of Authority: Order Manipulation Attacks and Remedies,Wang Qin and Li Rujia and Wang Qi and Chen Shiping and Xiang Yang,dl.acm.org/doi/pdf/10.1145/3488932.3517394,https://github.com/poa-research/attacksimulator,AsiaCCS,2022.0,1.0,2.0,0,2.0,2022-03-06 00:00:00,"Go,C, JavaScript",,5.0,-1.0,500 GB of space,1.0,Shenzhen Fundamental Research Programs,-1,requires so much space on SSD,,,,,
15,No Spring Chicken: Quantifying the Lifespan of Exploits in IoT Malware Using Static and Dynamic Analysis,Al Alsadi Arwa Abdulkarim and Sameshima Kaichi and Bleier Jakob and Yoshioka Katsunari and Lindorfer Martina and van Eeten Michel and Ga\~{n,dl.acm.org/doi/pdf/10.1145/3488932.3517408,https://data.4tu.nl/articles/_/19248725,AsiaCCS,2022.0,0.0,1.0,2,2.0,2022-03-01 00:00:00,,,-1.0,-2.0,,1.0,"Dutch Research Council (NWO), Hestia Research Programme, King Abdulaziz City for Science and Technology (KACST), Ministry of Internal Affairs and Communications, Japan, Vienna Science and Technology Fund (WWTF), BMK, BMDW, and the federal state of Vienna",-1,,,,,,
16,EVOLIoT: A Self-Supervised Contrastive Learning Framework for Detecting and Characterizing Evolving IoT Malware Variants,Dib Mirabelle and Torabi Sadegh and Bou-Harb Elias and Bouguila Nizar and Assi Chadi,dl.acm.org/doi/pdf/10.1145/3488932.3517393,https://github.com/IoTMalw/EVOLIoT,AsiaCCS,2022.0,0.0,0.0,2,2.0,2022-05-31 00:00:00,,,-1.0,-1.0,,1.0,,-1,,,,,,
17,Gatekeeper: A Gateway-based Broadcast Authentication Protocol for the In-Vehicle Ethernet,Hu Shengtuo and Zhang Qingzhao and Weimerskirch Andr\'{e,dl.acm.org/doi/pdf/10.1145/3488932.3517396,https://github.com/h1994st/Gatekeeper,AsiaCCS,2022.0,0.0,0.0,5,2.0,2022-05-31 00:00:00,,,-1.0,-1.0,,1.0,Mcity at the University of Michigan,-1,,,,,,
18,SUPERVOICE: Text-Independent Speaker Verification Using Ultrasound Energy in Human Speech,Guo Hanqing and Yan Qiben and Ivanov Nikolay and Zhu Ying and Xiao Li and Hunter Eric J.,dl.acm.org/doi/pdf/10.1145/3488932.3517420,https://supervoiceapp.github.io/,AsiaCCS,2022.0,0.0,2.0,2,2.0,,,,-1.0,-1.0,,1.0,"National Science Foundation, National Institute on Deafness and Other Communication Disorders",-1,,,,,,
19,"Ruling the Rules: Quantifying the Evolution of Rulesets, Alerts and Incidents in Network Intrusion Detection",Vermeer Mathew and van Eeten Michel and Ga\~{n,dl.acm.org/doi/pdf/10.1145/3488932.3517412,https://github.com/mathewvermeer/ruling-the-rules,AsiaCCS,2022.0,0.0,0.0,1,2.0,2022-02-28 00:00:00,Python,,2.0,-1.0,,1.0,Air Force Research Laboratory (AFRL),-1,missing .rules files,,,,,
20,Provable Adversarial Safety in Cyber-Physical Systems,"Mohamed Maghenem,John H. Castellanos,Alvaro A. Cardenas,Ricardo G. Sanfelice,Jianying Zhou",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10190512,https://gitlab.com/jhcastel/provable-adversarial-safety-in-cps,EuroS&P,2023.0,0.0,-1.0,1,2.0,,,,2.0,-1.0,,1.0,"NSF, Army Research Office",-1,"repo literally won't even load, error message when just opening the repo, can see there are files but they won't open",,,,,
21,Generalized Iterative Bayesian Update and Applications to Mechanisms for Privacy Protection,"Ehab ElSalamouny, Catuscia Palamidessi",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230415,https://gitlab.com/locpriv/ibu,EuroS&P,2020.0,0.0,-1.0,1,2.0,,Java,,2.0,-1.0,,1.0,,-1,"error in repo, won't load scripts",,,,,
22,Practical Attestation for Edge Devices Running Compute Heavy Machine Learning Applications,"Abidi, Ismi and Kumar, Vireshwar and Sen, Rijurekha",https://dl.acm.org/doi/pdf/10.1145/3485832.3485909,https://github.com/iabidi/attestation,ACSAC,2021.0,0.0,0.0,1,2.0,2021-09-21 00:00:00,,,2.0,-1.0,,1.0,,-1,empty repo,,,,,
23,GuardSpark++: Fine-Grained Purpose-Aware Access Control for Secure Data Sharing and Analysis in Spark,"Xue, Tao and Wen, Yu and Luo, Bo and Zhang, Boyang and Zheng, Yang and Hu, Yanfei and Li, Yingjiu and Li, Gang and Meng, Dan",https://dl.acm.org/doi/pdf/10.1145/3427228.3427640,https://github.com/liveonearthormars/Spark-core,ACSAC,2020.0,0.0,0.0,3,2.0,2019-12-10 00:00:00,,,-1.0,-1.0,,1.0,"CAS, NSF, NSA Science of Security Initiative, Ripple University Blockchain Research Initiative",-1,just PDFs in Chinese,,,,,
24,Understanding User Perceptions of Security and Privacy for Group Chat: A Survey of Users in the US and UK,"Oesch, Sean and Abu-Salma, Ruba and Diallo, Oumar and Krämer, Juliane and Simmons, James and Wu, Justin and Ruoti, Scott",https://dl.acm.org/doi/pdf/10.1145/3427228.3427275,https://bitbucket.org/user-lab/oesch2020understanding/src/master/,ACSAC,2020.0,0.0,1.0,1,2.0,2021-10-02 00:00:00,Python,,1.0,1.0,,0.0,"Deutsche Forschungsgemeinschaft (DFG, German Foundation)",0,,,,,,
25,Quantifying measurement quality and load distribution in Tor,"Greubel, Andre and Pohl, Steffen and Kounev, Samuel",https://dl.acm.org/doi/pdf/10.1145/3427228.3427238,https://go.uniwue.de/20,ACSAC,2020.0,0.0,-1.0,2,2.0,,,,-1.0,-1.0,,1.0,,0,just data,,,,,
26,Analyzing Cache Side Channels Using Deep Neural Networks,"Zhang, Tianwei and Zhang, Yinqian and Lee, Ruby B.",https://dl.acm.org/doi/pdf/10.1145/3274694.3274715,https://github.com/tianweiz07/DeepLearningSideChannel,ACSAC,2018.0,1.0,-1.0,1,2.0,2018-09-14 00:00:00,Python,,1.0,1.0,,1.0,,0,added int() in GenData method of data_gen.py,,,,,
27,Latent Typing Biometrics in Online Collaboration Services,"McCulley, Shane and Roussev, Vassil",https://dl.acm.org/doi/pdf/10.1145/3274694.3274754,https://github.com/UNOcyber/google-docs-biometrics,ACSAC,2018.0,0.0,0.0,5,2.0,2018-09-24 00:00:00,,,2.0,-1.0,,-1.0,,-1,empty repo,,,,,
28,Double Patterns: A Usable Solution to Increase the Security of Android Unlock Patterns,"Forman, Tim and Aviv, Adam",https://dl.acm.org/doi/pdf/10.1145/3427228.3427252,https://github.com/gwusec/2020-ACSAC-Double-Pattern-Artifacts,ACSAC,2020.0,0.0,1.0,1,2.0,2020-10-01 00:00:00,Python,,1.0,1.0,,0.0,,0,"still uses python >= 2.7, ./run_cross_fold.sh doesn't work with python=3.8 (downgraded to python=2.7), but then ./run_pin.sh uses python3, have to also run command ""apt-get install gnuplot""",,,,,
29,Be the Phisher -- Understanding Users' Perception of Malicious Domains,Florian Quinkert and Marting Degeling and Jim Blythe and Thorsten Holz,https://dl.acm.org/doi/pdf/10.1145/3320269.3384765,https://github.com/RUB-SysSec/be-the-phisher,AsiaCCS,2020.0,0.0,1.0,1,2.0,2020-07-13 00:00:00,Jupyter Notebook,,2.0,-1.0,,0.0,,-1,"converted jupyter notebook to python, value errors from csv (can't convert string 'male' to float)",,,,,
30,Asynchronous Remote Key Generation for Post-Quantum Cryptosystems from Lattices,"Nick Frymann,Daniel Gardham,Mark Manulis",https://eprint.iacr.org/2023/419.pdf,https://anonymous.4open.science/status/larkg,EuroS&P,2023.0,0.0,-1.0,1,2.0,,,,2.0,-1.0,,1.0,,-1,expired repo,,,,,
31,Attack of the Knights:Non Uniform Cache Side Channel Attack,"Mahmud, Farabi and Kim, Sungkeun and Chawla, Harpreet Singh and Kim, Eun Jung and Tsai, Chia-Che and Muzahid, Abdullah",https://dl.acm.org/doi/pdf/10.1145/3627106.3627199,https://anonymous.4open.science/r/NUCA-side-channel-6C9D,ACSAC,2023.0,0.0,-1.0,1,2.0,,,,2.0,-1.0,,1.0,NSF,"0,2",expired repo,,,,,
32,Investigating Traffic Analysis Attacks on Apple iCloud Private Relay,"Ali Zohaib,Jade Sheffey,Amir Houmansadr",https://dl.acm.org/doi/pdf/10.1145/3579856.3595793,https://traces.cs.umass.edu/index.php/Network/Network,AsiaCCS,2023.0,0.0,0.0,2,0.0,2023-05-08 00:00:00,,,-1.0,-1.0,,1.0,"FWF SFB, TU Graz",-1,just data,,,,,
33,Investigating Users’ Understanding of Privacy Policies of Virtual Personal Assistant Applications,"Baiqi Chen,Tingmin Wu,Yanjun Zhang,Mohan Baruwal Chhetri,Guangdong Bai",https://dl.acm.org/doi/pdf/10.1145/3579856.3590335,https://github.com/UQ-Trust-Lab/VPAPPUsability,AsiaCCS,2023.0,2.0,-1.0,1,2.0,2023-04-23 00:00:00,,,-1.0,-1.0,,1.0,UQ Cyber Research Seed Funding,-1,data/artifacts; no code,,,,,
34,Imperio: Robust Over-the-Air Adversarial Examples for Automatic Speech Recognition Systems,"Schoenherr, Lea and Eisenhofer, Thorsten and Zeiler, Steffen and Holz, Thorsten and Kolossa, Dorothea",https://dl.acm.org/doi/pdf/10.1145/3427228.3427276,https://imperio.adversarial-attacks.net/,ACSAC,2020.0,0.0,-1.0,3,-1.0,,,,-1.0,-1.0,,1.0,"Deutsche Forschungsgemeinschaft (DFG, German Research Foundation)",-1,just audio examples,,,,,
35,AirGuard - Protecting Android Users From Stalking Attacks By Apple Find My Devices,"Alexander Heinrich, Niklas Bittner, Matthias Hollick",https://dl.acm.org/doi/pdf/10.1145/3507657.3528546,https://github.com/seemoo-lab/AirGuard,WiSec,2022.0,0.0,0.0,0,2.0,2024-01-18 00:00:00,Kotlin,Apple Air Tag,5.0,-1.0,Apple Air Tag,1.0,"German Federal Ministry of Education and Research, Hessen State Ministry for Higher Education, Research and the Arts","0,2,4",,,,,,
36,Android OS Privacy Under the Loupe -- A Tale from the East,"Haoyu Liu, Douglas J. Leith, Paul Patras",https://dl.acm.org/doi/pdf/10.1145/3558482.3581775,https://github.com/Mobile-Intelligence-Lab/android_CN_trafficdata,WiSec,2023.0,0.0,-1.0,"1,3,5",2.0,2023-01-16 00:00:00,,,-1.0,0.0,,0.0,"Arm Ltd,  Scotland’s Innovation Centre for sensing, imaging and Internet of Things technologies (CENSIS)","0,2,4",PDF of experiment process,,,,,
37,BrokenStrokes: On the (in)Security of Wireless Keyboards,"Gabriele Oligeri, Savio Sciancalepore, Simone Raponi, Roberto Di Pietro",https://dl.acm.org/doi/pdf/10.1145/3395351.3399351,https://github.com/cri-lab-hbku/brokenstrokes,WiSec,2020.0,0.0,1.0,2,2.0,2020-05-10 00:00:00,,,-1.0,-1.0,,1.0,"QNRF-Qatar National Research Fund, a member of The Qatar Foundation",-1,just data,,,,,
38,Acoustic Integrity Codes: Secure Device Pairing Using Short-Range Acoustic Communication,"Florentin Putz, Flor Álvarez, Jiska Classen",https://dl.acm.org/doi/pdf/10.1145/3395351.3399420,https://github.com/seemoo-lab/aic-prototype,WiSec,2020.0,0.0,2.0,1,2.0,2020-07-08 00:00:00,Kotlin,requires phone (OnePlus 3T and a Nexus 5)/Android device,5.0,-1.0,Android phone,0.0,"LOEWE initiative (Hessen State Ministry for Higher Education, Research and the Arts, Germany) within the emergenCITY centre, German Federal Ministry of Education and Research, Hessen State Ministry for Higher Education, Research and the Arts","0,2,4",,,,,,
39,Insecure to the Touch: Attacking ZigBee 3.0 via Touchlink Commissioning,"Philipp Morgner, Stephan Mattejat, Zinaida Benenson, Christian Mu ̈ller, Frederik Armknecht",https://dl.acm.org/doi/pdf/10.1145/3098243.3098254,https://github.com/IoTsec/Z3sec,WiSec,2017.0,0.0,2.0,0,2.0,2017-12-22 00:00:00,Python,Ettus USRPs and radios,5.0,-1.0,radios,1.0,German Research Foundation (DFG),-1,needs extra equipment,,,,,
40,Don't Skype & Type!: Acoustic Eavesdropping in Voice-Over-IP,"Alberto Compagno,Mauro Conti,Daniele Lain,Gene Tsudik",https://dl.acm.org/doi/pdf/10.1145/3052973.3053005,https://github.com/SPRITZ-Research-Group/Skype-Type,AsiaCCS,2017.0,0.0,1.0,4,2.0,2017-10-10 00:00:00,Python,,2.0,-1.0,,1.0,"European Commission, EU-India, National Security Agency, Department of Homeland Security",-1,"just code, no requirements.txt",,,,,
41,Spacelord: Private and Secure Smart Space Sharing,"Yechan Bae, Sarbartha Banerjee, Sangho Lee, Marcus Peinado",https://dl.acm.org/doi/pdf/10.1145/3564625.3564637,https://project-spacelord.github.io/acsac22-ae/,ACSAC,2022.0,6.0,1.0,1,2.0,,,,5.0,-1.0,"hub board, NVME SSD, and an eMMC card",0.0,,0,can't log into onedrive link for artifacts and needs extra hardware,,,,,
42,Obfuscation Revealed: Leveraging Electromagnetic Signals for Obfuscated Malware Classification,"Pham, Duy-Phuc and Marion, Damien and Mastio, Matthieu and Heuser, Annelie",https://dl.acm.org/doi/pdf/10.1145/3485832.3485894,https://github.com/ahma-hub/analysis/wiki,ACSAC,2021.0,0.0,2.0,1,2.0,2022-01-21 00:00:00,Python,"oscilloscope, raspberry pi, amplifier, probes, picoscope",5.0,-1.0,"oscilloscope, raspberry pi, amplifier, probes, picoscope",0.0,French Agence Nationale de la Recherche (ANR),0,needs lots of extra hardware,,,,,
43,EIGER: automated IOC generation for accurate and interpretable endpoint malware detection,"Kurogome, Yuma and Otsuki, Yuto and Kawakoya, Yuhei and Iwamura, Makoto and Hayashi, Syogo and Mori, Tatsuya and Sen, Koushik",https://dl.acm.org/doi/pdf/10.1145/3359789.3359808,https://github.com/malrev/eiger,ACSAC,2019.0,2.0,0.0,2,2.0,2020-06-01 00:00:00,,,-1.0,-1.0,,1.0,,-1,just data,,,,,
44,Evil Never Sleeps: When Wireless Malware Stays On After Turning Off iPhones,"Jiska Classen, Alexander Heinrich, Robert Reith, Matthias Hollick",https://dl.acm.org/doi/pdf/10.1145/3507657.3528547,"https://github.com/seemoo-lab/internalblue, https://github.com/seemoo-lab/frankenstein",WiSec,2022.0,0.0,2.0,"0,1",2.0,2021-06-22 00:00:00,Python,"jailbroken phone (iOS 12/13 or Android device connected via ADB), raspberry pi",5.0,-1.0,"jailbroken phone (iOS 12/13 or Android device connected via ADB), raspberry pi",0.0,"German Federal Ministry of Education and Research and the Hessen State Ministry for Higher Education, Research and the Arts","0,2,4",needs extra hardware,,,,,
45,Physical Layer Plausibility Checks for Misbehavior Detection in V2X Networks,"Steven So, Jonathan Petit, David Starobinski",https://dl.acm.org/doi/pdf/10.1145/3317549.3323406,https://github.com/stevenso8/WiSec_DataModifiedVeremi_Dataset,WiSec,2019.0,1.0,1.0,2,2.0,2019-03-08 00:00:00,,,-1.0,-1.0,,1.0,NSF,-1,just data,,,,,
46,"Running Language Interpreters Inside SGX: A Lightweight,Legacy-Compatible Script Code Hardening Approach","Huibo Wang,Erick Bauman,Vishal Karande,Zhiqiang Lin,Yueqiang Cheng,Yinqian Zhang",https://dl.acm.org/doi/pdf/10.1145/3321705.3329848,https://github.com/osuseclab/scriptshield,AsiaCCS,2019.0,1.0,1.0,1,2.0,2019-07-04 00:00:00,C,"CPU with Intel SGX support (6th Generation Intel Core Processor or newer), ntel SGX option enabled in BIOS",5.0,-1.0,"CPU with Intel SGX support (6th Generation Intel Core Processor or newer), ntel SGX option enabled in BIOS",1.0,NSF,-1,requires extra stuff,,,,,
47,Dazed Droids: A Longitudinal Study of Android Inter-App Vulnerabilities,"Ryan Johnson,Mohamed Elsabagh,Angelos Stavrou,Jeff Offutt",https://dl.acm.org/doi/pdf/10.1145/3196494.3196549,https://github.com/Kryptowire/daze,AsiaCCS,2018.0,2.0,1.0,"0,1",2.0,2018-06-01 00:00:00,Java,,2.0,-1.0,,1.0,,-1,"repo is archived, can't clone or download it",,,,,
48,NavigaTor: Finding Faster Paths to Anonymity,"Robert Annessi, Martin Schmiedecker",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467356,https://github.com/naviga-tor/navigator,EuroS&P,2016.0,6.0,2.0,"0,1",2.0,2107-04-20 00:00:00,Python,Tor,5.0,-1.0,,1.0,Austrian Research Promotion Agency,-1,uses Tor,,,,,
49,What’s in a Cyber Threat Intelligence sharing platform? A mixed-methods user experience investigation of MISP,"Stojkovski, Borce and Lenzini, Gabriele and Koenig, Vincent and Rivas, Salvador",https://dl.acm.org/doi/pdf/10.1145/3485832.3488030,https://www.dropbox.com/sh/yzbsw0hwok84wdt/AAANthZlzQuse8Tegjf4yQ0Ea?dl=0,ACSAC,2021.0,0.0,2.0,"2,3",2.0,2021-09-05 00:00:00,,,-1.0,1.0,,0.0,Luxembourg National Research Fund,0,just survey data and PDFs,,,,,
50,BAPM: Block Attention Profiling Model for Multi-tab Website Fingerprinting Attacks on Tor,"Guan, Zhong and Xiong, Gang and Gou, Gaopeng and Li, Zhen and Cui, Mingxin and Liu, Chang",https://dl.acm.org/doi/pdf/10.1145/3485832.3485891,https://drive.google.com/drive/folders/1vfE34oYICpSnNMVvxfeVfcWzBooqAQfR?usp=sharing,ACSAC,2021.0,0.0,-1.0,2,2.0,2021-09-22 00:00:00,,,-1.0,-1.0,,1.0,"The National Key Research and Develop- ment Program of China,  Key research and Development Program for Guangdong Province,  Strategic Priority Research Program of Chinese Academy of Sciences",-1,just train/test data,,,,,
51,Improving intrusion detectors by crook-sourcing,"Frederico Araujo, Gbadebo Ayoade, Khaled Al-Naami, Yang Gao, Kevin W. Hamlen",https://dl.acm.org/doi/pdf/10.1145/3359789.3359822,https://github.com/cyberdeception/deepdig,ACSAC,2019.0,1.0,1.0,"1,4",2.0,2019-09-02 00:00:00,Python,,2.0,-1.0,,1.0,"ONR, NSA, AFOSR, Eugene McDermott family, NSF FAIN, NSF, IBM, HP",-1,required data links don't work in ml folder (can't get/download data),,,,,
52,DRAGON: Deep Reinforcement Learning for Autonomous Grid Operation and Attack Detection,"Matthew Landen, Keywhan Chung, Moses Ike, Sarah Mackay, Jean-Paul Watson, Wenke Lee",https://dl.acm.org/doi/pdf/10.1145/3564625.3567969,https://github.com/mlanden/Dragon-Hyperparameters,ACSAC,2022.0,4.0,0.0,2,2.0,2022-09-13 00:00:00,,,-1.0,-1.0,,1.0,"U.S. Department of Energy by Lawrence Livermore National Laboratory, NSF",-1,just hyperparameters pdf,,,,,
53,Boosting Neural Networks to Decompile Optimized Binaries,"Ying Cao, Ruigang Liang, Kai Chen, Peiwei Hu",https://dl.acm.org/doi/pdf/10.1145/3564625.3567998,https://github.com/zijiancogito/neur-dp-data.git,ACSAC,2022.0,0.0,0.0,2,2.0,2022-09-13 00:00:00,,,-1.0,-1.0,,1.0,"Beijing Natural Science Foundation, Youth Innovation Promotion Association CAS, Beijing Academy of Artificial Intelligence",-1,just data,,,,,
54,Provenance-based Integrity Protection for Windows,"Sze, Wai Kit, Sekar, R.",https://dl.acm.org/doi/pdf/10.1145/2818000.2818011,http://seclab.cs.stonybrook.edu/download,ACSAC,2015.0,0.0,-1.0,0,0.0,,,,-1.0,-1.0,,1.0,,-1,"paper gives download link, but package/open-source implementation of system is not on website",,,,,
